Trait	Fraction of Phenotypic Variance Explained	Chromosome	Peak Position (bp)	LOD	1.5 LOD Confidence Interval (Left) (bp)	1.5 LOD Confidence Interval (Right) (bp)	Genes Under Confidence Interval (Common Name)	Genes Under Confidence Interval (Standard Name)
Caffeine	0.017	8	159880	4.63	140037	179395	ARG4|DED81|NA|NA|NA|NA|RPS27B|ECM12|NA|NA|MYO1|MAS2|THR1|PPA1|RPN1|DAP2|NA|YHI9|SLT2|RRM3|ERC1|NA|NA|NA|PIH1|NA	YHR018C|YHR019C|YHR020W|tA(AGC)H|YHRCsigma2|YHRWtau3|YHR021C|YHR021W-A|YHR022C|YHR022C-A|YHR023W|YHR024C|YHR025W|YHR026W|YHR027C|YHR028C|YHR028W-A|YHR029C|YHR030C|YHR031C|YHR032W|YHR032W-A|YHR032C-A|YHR033W|YHR034C|YHR035W
Caffeine	0.021	11	51473	6.55	43196	71816	STE6|TRT2|CBT1|AIM27|ADD66|LOS1|EAP1|TOR2|NA|MNN4|PTK1|PEX1	YKL209C|tT(CGU)K|YKL208W|YKL207W|YKL206C|YKL205W|YKL204W|YKL203C|YKL202W|YKL201C|YKL198C|YKL197C
Caffeine	0.007	12	704795	2.1	318034	718106	ALT1|XDJ1|GEP5|SUL2|NYV1|GIS3|IOC2|KIN2|HRT3|CHA4|ICT1|NA|ERG27|NA|APC9|CDC45|LCL2|SEN2|SNR79|MDN1|REX3|NA|SNR6|NA|AHP1|CCW12|NA|NA|HOG1|NA|NA|AVL9|CFT2|MSL5|CLF1|NA|SRN2|YPS1|NA|YPS3|NA|NA|NA|NA|NA|APC2|DCN1|DIP2|ZRT2|ACE2|NA|CKI1|PDC5|SLX4|TIS11|NA|NHA1|SLS1|NA|RRN5|PUT1|NA|NA|ACF2|RMP1|SPE4|NA|SMD3|PEP3|NA|NA|STM1|PCD1|NA|ACS2|RNH203|NA|NA|ETS2-1|RDN37-1|RDN25-1|NA|NA|TAR1|ITS2-1|RDN58-1|NA|ITS1-1|NA|RDN18-1|ETS1-1|NTS2-1|RDN5-1|NTS1-2|ETS2-2|RDN37-2|RDN25-2|NA|ITS2-2|RDN58-2|ITS1-2|RDN18-2|ETS1-2|NTS2-2|RDN5-2|NA|ASP3-1|NA|RDN5-3|NA|ASP3-2|NA|NA|NA|NA|NA|NA|NA|RDN5-4|NA|ASP3-3|NA|RDN5-5|NA|ASP3-4|NA|RDN5-6|NA|RRT15|MAS1|NA|NA|PUS5|SEC10|RPS31|UPS2|NA|APS1|NA|DPH5|NA|IDP2|CBF5|RFX1|NA|TFS1|NA|SAM1|VTA1|SWI6|TOS4|NA|RPL37A|EMG1|SKG3|MDL1|ATG26|MMR1|PEX13|HCR1|UPS1|NA|NMT1|PWP1|NOP56|NA|PBA1|YKE2|COQ9|NA|MSS51|QRI5|HMX1|ENT2|HRD3|SEC13|PNP1|CLB4|NA|TUB4|CRR1|FRE1|CDC123|CPR6|NA|COA4|MSC3|CCC1|RSA3|UTP13|NA|IFH1|NA|NA|BUR2|ADY4|NA|NA|NA|NA|NA|NA|NA|NA|NA|ECM22|CDC42|NA|NA|BNA5|NA|EST1|TOP3|NA|NA|THI7|FAR10|LIP2|VPS34|NA|ARV1|NA|MAP1|CDD1|ERF2|NA|IRC20|RCK2|YEF3|SSP120|SYM1|NA|NA|NDL1|NA|HAP1|NA|NA|NA|NA|NA|NA|NA|NA|GSY2|HSP60|LCB5|VPS63|YPT6|TMA7|RED1|RPS28B|NA|NEJ1|PDR8|BOP2|SEC22|NA|DCS1|NA|YCS4|NA|NA|NA|PIG1|MCM5|SMD2|DBP9|YSH1|NA|NA|NA|NA|NA|NA|ECI1|NNT1|NA|CTS1|NA|NA|RPS30A|MEC3|GUF1|NA	YLR089C|YLR090W|YLR091W|YLR092W|YLR093C|YLR094C|YLR095C|YLR096W|YLR097C|YLR098C|YLR099C|YLR099W-A|YLR100W|YLR101C|YLR102C|YLR103C|YLR104W|YLR105C|snR79|YLR106C|YLR107W|YLRCdelta5|snR6|YLR108C|YLR109W|YLR110C|YLR111W|YLR112W|YLR113W|YLRWsigma2|tR(ACG)L|YLR114C|YLR115W|YLR116W|YLR117C|YLR118C|YLR119W|YLR120C|YLR120W-A|YLR121C|YLR122C|YLR123C|YLR124W|YLR125W|YLR126C|YLR127C|YLR128W|YLR129W|YLR130C|YLR131C|YLR132C|YLR133W|YLR134W|YLR135W|YLR136C|YLR137W|YLR138W|YLR139C|YLR140W|YLR141W|YLR142W|tD(GUC)L1|YLR143W|YLR144C|YLR145W|YLR146C|YLR146W-A|YLR147C|YLR148W|YLR149C|YLR149C-A|YLR150W|YLR151C|YLR152C|YLR153C|YLR154C|tQ(UUG)L|YLRWdelta6|ETS2-1|RDN37-1|RDN25-1|YLR154W-A|YLR154W-B|YLR154W-C|ITS2-1|RDN58-1|YLR154W-E|ITS1-1|YLR154W-F|RDN18-1|ETS1-1|NTS2-1|RDN5-1|NTS1-2|ETS2-2|RDN37-2|RDN25-2|YLR154C-G|ITS2-2|RDN58-2|ITS1-2|RDN18-2|ETS1-2|NTS2-2|RDN5-2|YLR154C-H|YLR155C|YLR156W|RDN5-3|YLR156C-A|YLR157C|YLR157W-D|YLRCTy1-1|YLRCdelta7|YLR157C-B|YLR157C-A|YLRCdelta8|YLR157W-E|RDN5-4|YLR157C-C|YLR158C|YLR159W|RDN5-5|YLR159C-A|YLR160C|YLR161W|RDN5-6|YLR162W|YLR162W-A|YLR163C|YLR163W-A|YLR164W|YLR165C|YLR166C|YLR167W|YLR168C|YLR169W|YLR170C|YLR171W|YLR172C|YLR173W|YLR174W|YLR175W|YLR176C|YLR177W|YLR178C|YLR179C|YLR180W|YLR181C|YLR182W|YLR183C|YLR184W|YLR185W|YLR186W|YLR187W|YLR188W|YLR189C|YLR190W|YLR191W|YLR192C|YLR193C|YLR194C|YLR195C|YLR196W|YLR197W|YLR198C|YLR199C|YLR200W|YLR201C|YLR202C|YLR203C|YLR204W|YLR205C|YLR206W|YLR207W|YLR208W|YLR209C|YLR210W|YLR211C|YLR212C|YLR213C|YLR214W|YLR215C|YLR216C|YLR217W|YLR218C|YLR219W|YLR220W|YLR221C|YLR222C|YLR222C-A|YLR223C|YLR224W|YLR225C|YLR226W|YLR227C|tL(UAG)L1|YLRCdelta9|YLRWTy1-2|YLRWdelta10|YLR227W-A|YLR227W-B|YLRWdelta11|YLRWdelta12|YLRCtau1|YLR228C|YLR229C|YLR230W|tI(UAU)L|YLR231C|YLR232W|YLR233C|YLR234W|YLR235C|YLR236C|YLR237W|YLR238W|YLR239C|YLR240W|YLR241W|YLR242C|YLR243W|YLR244C|YLR245C|YLR246W|tL(CAA)L|YLR247C|YLR248W|YLR249W|YLR250W|YLR251W|YLR252W|YLR253W|YLR254C|YLR255C|YLR256W|YLRWTy1-3|YLRWdelta13|YLR256W-A|YLRWdelta14|tA(AGC)L|YLRWsigma3|YLRWdelta15|YLR257W|YLR258W|YLR259C|YLR260W|YLR261C|YLR262C|YLR262C-A|YLR263W|YLR264W|YLR264C-A|YLR265C|YLR266C|YLR267W|YLR268W|YLR269C|YLR270W|YLR271W|YLR272C|tV(AAC)L|YLRCdelta16|YLRWdelta17|YLR273C|YLR274W|YLR275W|YLR276C|YLR277C|YLR278C|YLR279W|YLR280C|YLR281C|YLR282C|YLR283W|YLR284C|YLR285W|YLR285C-A|YLR286C|YLR286W-A|YLR287C|YLR287C-A|YLR288C|YLR289W|YLR290C
Caffeine	0.022	13	45801	6.87	45801	54136	CTK3|BUL2|COQ5|ZDS2	YML112W|YML111W|YML110C|YML109W
Caffeine	0.015	14	391592	3.78	333291	420065	CBK1|YGP1|ASI2|PGA1|IGO1|NSG2|NA|YCK2|GIM3|INN1|RPC31|NA|PGA2|ALF1|LSM7|NA|NA|MFA2|NA|NA|NA|MEP2|AAH1|NA|THO2|YSF3|SRV2|NAM9|EAF7|FPR1|NA|FYV6|NA|KRE33|TOM22|CPT1|DGR1|NRK1|TEP1|FAR11|SPC98|ESBP6|NAF1|NMA111|NA|TOM70|NA|NCS2|DCP2|MLS1|DMA2|NA|NA|RPC19|DBP2|CYB5|NOP15|NA|NA	YNL161W|YNL160W|YNL159C|YNL158W|YNL157W|YNL156C|YNL155W|YNL154C|YNL153C|YNL152W|YNL151C|YNL150W|YNL149C|YNL148C|YNL147W|YNL146C-A|YNL146W|YNL145W|YNL144C|YNL144W-A|YNL143C|YNL142W|YNL141W|YNL140C|YNL139C|YNL138W-A|YNL138W|YNL137C|YNL136W|YNL135C|YNL134C|YNL133C|tF(GAA)N|YNL132W|YNL131W|YNL130C|YNL130C-A|YNL129W|YNL128W|YNL127W|YNL126W|YNL125C|YNL124W|YNL123W|YNL122C|YNL121C|YNL120C|YNL119W|YNL118C|YNL117W|YNL116W|YNL115C|YNL114C|YNL113W|YNL112W|YNL111C|YNL110C|YNL109W|YNL108C
Caffeine	0.06	14	469226	15.17	464119	481897	TCB2|NA|MKT1|END3|SAL1|PMS1|SWS2|EOS1|TPM1|NIS1|APJ1	YNL087W|YNL086W|YNL085W|YNL084C|YNL083W|YNL082W|YNL081C|YNL080C|YNL079C|YNL078W|YNL077W
Caffeine	0.013	15	469818	3.92	450652	495046	MSA1|ALG8|VPS5|VAM10|GYP1|NRT1|NA|NA|SUF11|NA|SGO1|CDC21|NA|UFE1|SKI7|RTS2|BUD21|ATX2|DIA2|TGL5|NA|WHI5|LPX1|OST3|TCB1|NA|YVC1|VPS21|PTC5|TMA46	YOR066W|YOR067C|YOR069W|YOR068C|YOR070C|YOR071C|YOR072W|YOR072W-A|tP(UGG)O2|YOR072W-B|YOR073W|YOR074C|YOR073W-A|YOR075W|YOR076C|YOR077W|YOR078W|YOR079C|YOR080W|YOR081C|YOR082C|YOR083W|YOR084W|YOR085W|YOR086C|tN(GUU)O2|YOR087W|YOR089C|YOR090C|YOR091W
Caffeine	0.021	16	494920	6.63	477199	499998	ISM1|NA|NA|MET31|EGD1|PMA2|NA|NA|SRL4|SVL3|PHO85|TRM44|SUV3|ERG10|SMA1	YPL040C|YPL039W|YPL038W-A|YPL038W|YPL037C|YPL036W|YPL035C|YPL034W|YPL033C|YPL032C|YPL031C|YPL030W|YPL029W|YPL028W|YPL027W
Calcium_Chloride	0.015	3	299392	4.63	266268	299642	ABP1|FIG2|NA|KIN82|MSH3|CDC39|CDC50|OCA4|NA|NA|NA|HMR|HMRA2|HMRA1|NA|NA|NA|NA|GIT1	YCR088W|YCR089W|YCR090C|YCR091W|YCR092C|YCR093W|YCR094W|YCR095C|YCR095W-A|YCRWdelta12|YCRWomega3|HMR|YCR096C|YCR097W|YCR097W-A|YCRWdelta13|tT(AGU)C|YCRCdelta14|YCR098C
Calcium_Chloride	0.018	4	551386	5.56	404457	553650	NA|NA|RTK1|NA|DIA3|NA|NA|NA|GPD1|GPM2|RPN4|OSH2|ERP3|CDC7|NA|TSC13|NOP1|SLX5|NA|NA|GRX6|NA|APC11|NA|NA|NA|NA|NA|RPT2|PTC1|MED2|ATP16|MCD1|NHP10|RMD1|CEN4|NTH1|YRB1|RCR2|NA|RAD57|MAF1|SOK1|TRP1|NA|GAL3|NA|SNQ2|RPL4B|PSF1|RAD61|HED1|NA|DAD1|KCS1|NA|GCV1|DAS2|FAL1|CIS1|NA|SES1|FYV1|RPS11A|NA|VPS54|REG1|NA|RAD28|MIC14|PST2|MRH1|LYS14|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|ARO3|EHD3|KRS1|ENA5|ENA2|ENA1|RSM10|NA|SNR47|NRG1|HEM13|RPC11|BAP3|HEM12|NA|NA	YDL027C|YDL026W|YDL025C|YDL025W-A|YDL024C|YDL022C-A|tA(AGC)D|YDL023C|YDL022W|YDL021W|YDL020C|YDL019C|YDL018C|YDL017W|YDL016C|YDL015C|YDL014W|YDL013W|YDL012C|YDL011C|YDL010W|YDL009C|YDL008W|tT(AGU)D|YDLCdelta1|YDL007C-A|YDLWtau1|tS(AGA)D1|YDL007W|YDL006W|YDL005C|YDL004W|YDL003W|YDL002C|YDL001W|CEN4|YDR001C|YDR002W|YDR003W|YDR003W-A|YDR004W|YDR005C|YDR006C|YDR007W|YDR008C|YDR009W|YDR010C|YDR011W|YDR012W|YDR013W|YDR014W|YDR014W-A|YDR015C|YDR016C|YDR017C|YDR018C|YDR019C|YDR020C|YDR021W|YDR022C|tV(UAC)D|YDR023W|YDR024W|YDR025W|YDR026C|YDR027C|YDR028C|YDR029W|YDR030C|YDR031W|YDR032C|YDR033W|YDR034C|YDRCdelta2|YDRCdelta3|YDRCTy2-1|YDRCdelta4|YDR034C-D|YDR034C-C|YDRCdelta5|tL(UAA)D|YDRCdelta6a|YDRWdelta7|YDR034C-A|YDRCdelta6b|tQ(UUG)D1|YDR034W-B|YDR035W|YDR036C|YDR037W|YDR038C|YDR039C|YDR040C|YDR041W|YDR042C|snR47|YDR043C|YDR044W|YDR045C|YDR046C|YDR047W|YDR048C|YDR049W
Calcium_Chloride	0.015	7	147692	4.54	124418	193697	MDS3|DSD1|GCN1|NA|HOS2|NA|IME4|COX13|CDC55|RPS26A|NA|NA|COX4|TPN1|NA|STR3|MND1|NA|GTS1|ATG1|TOS3|MPT5|NA|NA|SAE2|BUD13|KEM1|NUP49|ROK1|SPO74|NA|SUA5|HUR1|PMR1|CUP2|NA|YRB30	YGL197W|YGL196W|YGL195W|YGL194C-A|YGL194C|YGL193C|YGL192W|YGL191W|YGL190C|YGL189C|YGL188C-A|YGL188C|YGL187C|YGL186C|YGL185C|YGL184C|YGL183C|YGL182C|YGL181W|YGL180W|YGL179C|YGL178W|YGL177W|YGL176C|YGL175C|YGL174W|YGL173C|YGL172W|YGL171W|YGL170C|tK(CUU)G2|YGL169W|YGL168W|YGL167C|YGL166W|YGL165C|YGL164C
Calcium_Chloride	0.008	8	239035	2.4	197967	329768	INM1|AAP1|YHK8|FSH1|NA|SMF2|NA|COX6|CIC1|RUF5-1|NA|CUP1-1|NA|RUF5-2|NA|CUP1-2|RSC30|NA|CPR2|MED6|FYV4|VMA22|GIC1|RPP1|PAN5|NA|SSZ1|RRP3|SSF1|HTD2|DYS1|RRP4|NA|TRM5|NA|PCL5|NA|NA|ERG7|NOP10|OSH3|NA|NA|QNS1|PPE1|PTC7|NMD2|NA|IRE1|SAE3|NA|LRP1|KSP1|SAM35|STE12|IPI1|NAM8|NA|RTC3|RPF1|GAR1|YNG2|MSR1|HXT4|AHT1|HXT1|NA|HXT5|NA|SFB3|TRA1|GEP4|BIG1|KIC1|SBE22|GRE3|YPT35|TRR2|CDC12|GGA2	YHR046C|YHR047C|YHR048W|YHR049W|YHR049C-A|YHR050W|YHR050W-A|YHR051W|YHR052W|RUF5-1|YHR052W-A|YHR053C|YHR054C|RUF5-2|YHR054W-A|YHR055C|YHR056C|YHR056W-A|YHR057C|YHR058C|YHR059W|YHR060W|YHR061C|YHR062C|YHR063C|YHR063W-A|YHR064C|YHR065C|YHR066W|YHR067W|YHR068W|YHR069C|YHR069C-A|YHR070W|YHR070C-A|YHR071W|tF(GAA)H1|YHR071C-A|YHR072W|YHR072W-A|YHR073W|YHR073W-A|YHR073C-B|YHR074W|YHR075C|YHR076W|YHR077C|YHR078W|YHR079C|YHR079C-A|YHR080C|YHR081W|YHR082C|YHR083W|YHR084W|YHR085W|YHR086W|YHR086W-A|YHR087W|YHR088W|YHR089C|YHR090C|YHR091C|YHR092C|YHR093W|YHR094C|YHR095W|YHR096C|YHR097C|YHR098C|YHR099W|YHR100C|YHR101C|YHR102W|YHR103W|YHR104W|YHR105W|YHR106W|YHR107C|YHR108W
Calcium_Chloride	0.028	12	316224	8.41	299735	341689	RAX2|ARP6|SMC4|CSF1|GAA1|ALT1|XDJ1|GEP5|SUL2|NYV1|GIS3|IOC2|KIN2|HRT3|CHA4|ICT1|NA	YLR084C|YLR085C|YLR086W|YLR087C|YLR088W|YLR089C|YLR090W|YLR091W|YLR092W|YLR093C|YLR094C|YLR095C|YLR096W|YLR097C|YLR098C|YLR099C|YLR099W-A
Calcium_Chloride	0.017	12	673888	5.15	623496	722747	ARV1|NA|MAP1|CDD1|ERF2|NA|IRC20|RCK2|YEF3|SSP120|SYM1|NA|NA|NDL1|NA|HAP1|NA|NA|NA|NA|NA|NA|NA|NA|GSY2|HSP60|LCB5|VPS63|YPT6|TMA7|RED1|RPS28B|NA|NEJ1|PDR8|BOP2|SEC22|NA|DCS1|NA|YCS4|NA|NA|NA|PIG1|MCM5|SMD2|DBP9|YSH1|NA|NA|NA|NA|NA|NA|ECI1|NNT1|NA|CTS1|NA|NA|RPS30A|MEC3|GUF1|NA|GCD7|SEC72|GSP1|NA|ATP14	YLR242C|YLR243W|YLR244C|YLR245C|YLR246W|tL(CAA)L|YLR247C|YLR248W|YLR249W|YLR250W|YLR251W|YLR252W|YLR253W|YLR254C|YLR255C|YLR256W|YLRWTy1-3|YLRWdelta13|YLR256W-A|YLRWdelta14|tA(AGC)L|YLRWsigma3|YLRWdelta15|YLR257W|YLR258W|YLR259C|YLR260W|YLR261C|YLR262C|YLR262C-A|YLR263W|YLR264W|YLR264C-A|YLR265C|YLR266C|YLR267W|YLR268W|YLR269C|YLR270W|YLR271W|YLR272C|tV(AAC)L|YLRCdelta16|YLRWdelta17|YLR273C|YLR274W|YLR275W|YLR276C|YLR277C|YLR278C|YLR279W|YLR280C|YLR281C|YLR282C|YLR283W|YLR284C|YLR285W|YLR285C-A|YLR286C|YLR286W-A|YLR287C|YLR287C-A|YLR288C|YLR289W|YLR290C|YLR291C|YLR292C|YLR293C|YLR294C|YLR295C
Calcium_Chloride	0.037	13	99579	11.17	79575	118891	VPS9|NA|RAD10|NA|GIM5|UTP14|PRE8|RPM2|NA|NA|UFO1|AIM33|ALO1|TUB1|NA|NA|NA|ATP18|NA|DUS1|NA|CPR3|BET5|WAR1|HMG1	YML097C|YML096W|YML095C|YML094C-A|YML094W|YML093W|YML092C|YML091C|YML090W|YML089C|YML088W|YML087C|YML086C|YML085C|YML084W|YML083C|YML082W|YML081C-A|YML081W|YML080W|YML079W|YML078W|YML077W|YML076C|YML075C
Calcium_Chloride	0.021	14	300019	6.24	274576	308853	NA|CHS1|DUG3|NA|SRP1|KAR1|SWT21|UBP10|MRPL19|NA|NPR1|IPI3|NA|RHO5|NA|RPS3|MRPL22|NA|NOP13|NA	YNL193W|YNL192W|YNL191W|YNL190W|YNL189W|YNL188W|YNL187W|YNL186W|YNL185C|YNL184C|YNL183C|YNL182C|YNL181W|YNL180C|YNL179C|YNL178W|YNL177C|YNL176C|YNL175C|YNL174W
Calcium_Chloride	0.016	14	485550	4.81	457245	539457	TOP2|TCB2|NA|MKT1|END3|SAL1|PMS1|SWS2|EOS1|TPM1|NIS1|APJ1|MKS1|IMP4|MLF3|MSK1|RNH201|LAT1|TOM7|RPL16B|FKH2|NA|NA|RPL9B|SUN4|AQR1|YDJ1|MTQ1|GCD10|NOP2|ARP5|NA|NA|OCA2|POR1|NA|NA|NA|NA|NA|NA|VAC7|MSG5|COX5A|COG5|NA|SFB2|ALG11	YNL088W|YNL087W|YNL086W|YNL085W|YNL084C|YNL083W|YNL082W|YNL081C|YNL080C|YNL079C|YNL078W|YNL077W|YNL076W|YNL075W|YNL074C|YNL073W|YNL072W|YNL071W|YNL070W|YNL069C|YNL068C|YNL067W-A|YNL067W-B|YNL067W|YNL066W|YNL065W|YNL064C|YNL063W|YNL062C|YNL061W|YNL059C|YNL058C|YNL057W|YNL056W|YNL055C|tD(GUC)N|YNLWTy1-2|YNLWdelta3|YNL054W-A|YNL054W-B|YNLWdelta4|YNL054W|YNL053W|YNL052W|YNL051W|YNL050C|YNL049C|YNL048W
Calcium_Chloride	0.02	15	78920	4.79	49108	86295	PSF3|CTR9|NOP8|RIB4|RRP40|PPM2|ARG8|CDC33|RTC1|BSC6|PFK27|MED7|NA|HRT1|GAS4|NA|ALR1|VPS68|YGK3|RPL25|MDH2|TRM13|TRM11	YOL146W|YOL145C|YOL144W|YOL143C|YOL142W|YOL141W|YOL140W|YOL139C|YOL138C|YOL137W|YOL136C|YOL135C|YOL134C|YOL133W|YOL132W|YOL131W|YOL130W|YOL129W|YOL128C|YOL127W|YOL126C|YOL125W|YOL124C
Calcium_Chloride	0.08	15	171150	18.38	154799	186481	NA|NA|ADH1|NA|NA|PHM7|ATG34|NA|ATG19|IRA2|REX4|NA|AVO1|ATP19|BRX1	YOL087C|YOL086W-A|YOL086C|YOL085W-A|YOL085C|YOL084W|YOL083W|YOL083C-A|YOL082W|YOL081W|YOL080C|YOL079W|YOL078W|YOL077W-A|YOL077C
Calcium_Chloride	0.036	15	553951	10.75	550624	571940	GCY1|NA|PFY1|LEO1|UBP2|CAT5|IAH1|RGA1|ADE2|AFI1|ORT1	YOR120W|YOR121C|YOR122C|YOR123C|YOR124C|YOR125C|YOR126C|YOR127W|YOR128C|YOR129C|YOR130C
Calcium_Chloride	0.009	16	499633	2.66	233006	541493	REV3|ATG29|SET6|MLH3|SVS1|NA|BEM4|CDC60|PET20|AIM44|TGS1|PRM4|KIP2|PEP4|RAD53|NA|RRD2|PRP46|NA|ATG5|PPT2|PXA1|NOP53|KES1|POC4|SNR17B|RPL33A|NA|FRK1|MKK2|UME1|SPP1|GIP3|NA|ISU1|NA|ODC1|RDS2|COX11|RPL5|SPO19|TAF14|TBF1|HHO1|NAN1|KAP120|SPC29|RNY1|TFB2|MEI5|VPS30|NA|DBP1|MRP51|IDI1|HOS3|BEM3|NA|NA|PEX25|IMT2|CAR1|GDE1|NA|NA|NA|SSE1|SYH1|MSD1|FMP30|NA|ELP4|ATG21|AIM43|MGR2|MSY1|ERI1|PNG1|EEB1|SEC62|NOG1|SSU1|GLR1|RPS6A|RLM1|NA|YDC1|ELP3|SEC16|BRO1|SEN54|MOT1|RPS9A|NA|RPL21B|ATP4|NA|GPI2|GCR1|YTA6|NA|UBP16|NA|MUK1|BTS1|NA|NA|NA|VPS28|CWC27|TIM50|NA|ALD6|NA|NA|NA|NA|NA|NA|NA|NA|NA|GRX5|PDR12|SUR1|LCL1|LGE1|LEE1|KTR6|OAZ1|ARL3|MNN9|DIG1|CAM1|SGF11|ELC1|VPS16|NA|NOP4|SSN3|NA|ISM1|NA|NA|MET31|EGD1|PMA2|NA|NA|SRL4|SVL3|PHO85|TRM44|SUV3|ERG10|SMA1|SKS1|NA|RMI1|MET12|RAD1|ECM23|ULP1|VTC3|CTF19|IRC15|SWI1|HST2|NA|MRPS16|RRP12|TAF3|RET3|NA|CHL1	YPL167C|YPL166W|YPL165C|YPL164C|YPL163C|YPL162C|YPL161C|YPL160W|YPL159C|YPL158C|YPL157W|YPL156C|YPL155C|YPL154C|YPL153C|YPL152W-A|YPL152W|YPL151C|YPL150W|YPL149W|YPL148C|YPL147W|YPL146C|YPL145C|YPL144W|snR17b|YPL143W|YPL142C|YPL141C|YPL140C|YPL139C|YPL138C|YPL137C|YPL136W|YPL135W|YPL135C-A|YPL134C|YPL133C|YPL132W|YPL131W|YPL130W|YPL129W|YPL128C|YPL127C|YPL126W|YPL125W|YPL124W|YPL123C|YPL122C|YPL121C|YPL120W|YPL119C-A|YPL119C|YPL118W|YPL117C|YPL116W|YPL115C|YPL114W|YPL113C|YPL112C|tM(CAU)P|YPL111W|YPL110C|YPL109C|YPL108W|YPL107W|YPL106C|YPL105C|YPL104W|YPL103C|YPL102C|YPL101W|YPL100W|YPL099C|YPL098C|YPL097W|YPL096C-A|YPL096W|YPL095C|YPL094C|YPL093W|YPL092W|YPL091W|YPL090C|YPL089C|YPL088W|YPL087W|YPL086C|YPL085W|YPL084W|YPL083C|YPL082C|YPL081W|YPL080C|YPL079W|YPL078C|YPL077C|YPL076W|YPL075W|YPL074W|YPL073C|YPL072W|YPL071C|YPL070W|YPL069C|YPL068C|YPL067C|YPL066W|YPL065W|YPL064C|YPL063W|YPL062W|YPL061W|YPL060W|tC(GCA)P1|YPLWdelta9|YPLCdelta10|YPLWdelta11|YPLCTy4-1|YPLCtau1|YPL060C-A|YPLCtau2|YPL059W|YPL058C|YPL057C|YPL056C|YPL055C|YPL054W|YPL053C|YPL052W|YPL051W|YPL050C|YPL049C|YPL048W|YPL047W|YPL046C|YPL045W|YPL044C|YPL043W|YPL042C|YPL041C|YPL040C|YPL039W|YPL038W-A|YPL038W|YPL037C|YPL036W|YPL035C|YPL034W|YPL033C|YPL032C|YPL031C|YPL030W|YPL029W|YPL028W|YPL027W|YPL026C|YPL025C|YPL024W|YPL023C|YPL022W|YPL021W|YPL020C|YPL019C|YPL018W|YPL017C|YPL016W|YPL015C|YPL014W|YPL013C|YPL012W|YPL011C|YPL010W|YPL009C|YPL008W
Cisplatin	0.007	3	259972	2.43	139957	297916	POL4|NA|SNR33|SUF16|NA|NA|CWH43|SRD1|NA|NA|NA|NA|NA|NA|NA|MAK32|PET18|MAK31|HTL1|HSP30|NA|NA|SLM5|NA|PMP1|NA|NPP1|RHB1|NA|NA|FEN2|RIM1|SYP1|SNR65|RPS14A|SNR189|BPH1|SNT1|FEN1|RRP43|RBK1|PHO87|BUD5|MATALPHA|NA|MATALPHA2|MATALPHA1|NA|TAF2|NA|PER1|RRT12|NA|IMG1|BUD23|NA|NA|ARE1|NA|NA|RSC6|THR4|CTR86|PWP2|YIH1|TAH1|NA|SUP61|NA|BUD31|HCM1|RAD18|SED4|ATG15|CPR4|IMG2|RSA4|SSK22|SOL2|ERS1|NA|NA|PAT1|PTC6|SRB8|NA|AHC2|TRX3|TUP1|NA|CSM1|NA|NA|ABP1|FIG2|NA|KIN82|MSH3|CDC39|CDC50|OCA4|NA|NA|NA|HMR|HMRA2|HMRA1|NA|NA|NA|NA|GIT1	YCR014C|YCR015C|snR33|tG(GCC)C|YCRCdelta7|YCR016W|YCR017C|YCR018C|YCRWdelta8|tM(CAU)C|YCRWdelta9|YCRCtau1|tK(CUU)C|YCRWdelta10|YCR018C-A|YCR019W|YCR020C|YCR020C-A|YCR020W-B|YCR021C|YCR022C|YCR023C|YCR024C|YCR024C-B|YCR024C-A|YCR025C|YCR026C|YCR027C|tQ(UUG)C|YCRWdelta11|YCR028C|YCR028C-A|YCR030C|snR65|YCR031C|snR189|YCR032W|YCR033W|YCR034W|YCR035C|YCR036W|YCR037C|YCR038C|MATALPHA|YCR038W-A|YCR039C|YCR040W|YCR041W|YCR042C|YCR043C|YCR044C|YCR045C|YCR045W-A|YCR046C|YCR047C|YCR047W-A|YCR049C|YCR048W|YCR050C|YCR051W|YCR052W|YCR053W|YCR054C|YCR057C|YCR059C|YCR060W|YCR061W|tS(CGA)C|YCR064C|YCR063W|YCR065W|YCR066W|YCR067C|YCR068W|YCR069W|YCR071C|YCR072C|YCR073C|YCR073W-A|YCR075C|YCR075W-A|YCR076C|YCR077C|YCR079W|YCR081W|YCR081C-A|YCR082W|YCR083W|YCR084C|YCR085W|YCR086W|YCR087W|YCR087C-A|YCR088W|YCR089W|YCR090C|YCR091W|YCR092C|YCR093W|YCR094W|YCR095C|YCR095W-A|YCRWdelta12|YCRWomega3|HMR|YCR096C|YCR097W|YCR097W-A|YCRWdelta13|tT(AGU)C|YCRCdelta14|YCR098C
